--- ABOUT ---
"Manappuram Finance is a Non-Banking Finance Company (NBFC), which provides a wide range of fund based and fee based services including gold loans, money exchange facilities, etc. The Company is a Systemically Important Non-Deposit taking NBFC(NBFC-ND).(Source : 202003 Annual Report Page No:120)"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"29,932",319,334,29.8

Book Value,Dividend Yield,ROCE,ROE
171,1.10,8.26,7.04

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue +,"1,776","2,030","2,161","2,305","2,348","2,488","2,633","2,560","2,361","2,262","2,273","2,354","2,614"
Interest,589,648,689,749,779,848,906,925,895,855,876,945,"1,109"
Expenses +,587,671,675,729,773,846,892,"1,191","1,637","1,233","1,018","1,034",877
Financing Profit,600,710,796,827,796,793,835,444,-172,174,380,375,627
Financing Margin %,34%,35%,37%,36%,34%,32%,32%,17%,-7%,8%,17%,16%,24%
Other Income +,23,27,13,21,14,24,4,3,2,3,2,5,12
Depreciation,56,56,62,62,65,64,67,70,66,75,79,77,75
Profit before tax,567,681,747,786,746,753,773,376,-236,102,302,303,564
Tax %,27%,27%,25%,27%,24%,26%,26%,26%,-14%,-30%,28%,21%,28%
Net Profit +,415,498,561,575,564,557,572,278,-203,132,217,239,405
EPS in Rs,4.88,5.86,6.60,6.77,6.63,6.55,6.74,3.33,-2.26,1.63,2.60,2.85,4.30
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue +,"1,988","2,369","3,406","3,421","4,180","5,465","6,331","6,061","6,700","8,848","10,007","9,509"
Interest,877,947,"1,169","1,030","1,345","1,832","2,219","2,011","2,188","2,866","3,541","3,786"
Expenses +,648,820,"1,011","1,344","1,365","1,547","1,669","2,133","2,317","2,848","4,567","4,162"
Financing Profit,462,601,"1,225","1,047","1,469","2,086","2,443","1,916","2,195","3,134","1,899","1,561"
Financing Margin %,23%,25%,36%,31%,35%,38%,39%,32%,33%,35%,19%,16%
Other Income +,5,3,3,58,63,86,44,65,50,72,34,15
Depreciation,54,56,63,68,75,164,171,198,204,246,267,307
Profit before tax,414,548,"1,166","1,037","1,457","2,007","2,316","1,784","2,041","2,960","1,666","1,270"
Tax %,34%,35%,35%,35%,35%,26%,26%,26%,26%,26%,28%,22%
Net Profit +,271,355,758,676,949,"1,480","1,725","1,329","1,500","2,197","1,204",993
EPS in Rs,3.23,4.20,8.98,8.04,11.16,17.37,20.37,15.70,17.67,25.86,14.37,10.68
Dividend Payout %,42%,54%,17%,25%,19%,16%,10%,19%,17%,13%,28%,23%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,168,168,168,169,169,169,169,169,169,169,169,188
Reserves,"2,465","2,590","3,193","3,645","4,378","5,577","7,138","8,199","9,476","11,379","12,263","15,863"
Borrowing,"8,632","9,638","10,986","12,607","15,297","23,022","23,327","24,816","29,167","34,320","36,077","57,837"
Other Liabilities +,352,443,804,609,602,767,703,623,693,880,696,672
Total Liabilities,"11,616","12,839","15,152","17,030","20,446","29,535","31,338","33,808","39,504","46,748","49,205","74,559"
Fixed Assets +,206,230,222,310,367,803,926,"1,052","1,094","1,070","1,134","1,057"
CWIP,1,0,1,0,1,3,8,13,17,33,11,27
Investments,217,49,5,5,174,90,338,421,534,726,788,"2,051"
Other Assets +,"11,193","12,560","14,925","16,715","19,904","28,639","30,066","32,322","37,860","44,918","47,272","71,424"
Total Assets,"11,616","12,839","15,152","17,030","20,446","29,535","31,338","33,808","39,504","46,748","49,205","74,559"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-888,"-1,042","-1,271",-33,"-1,661","-3,620",-619,-423,"-3,103","-3,450",-467,"-20,238"
Cash from Investing Activity +,649,72,-25,-148,-371,26,-186,-193,-616,-601,-125,"-1,632"
Cash from Financing Activity +,265,772,"1,211",293,"2,388","6,049",59,438,"3,849","4,092","1,132","23,834"
Net Cash Flow,26,-198,-84,112,356,"2,455",-747,-177,130,41,541,"1,965"
Free Cash Flow,-912,"-1,121","-1,324",-193,"-1,787","-3,716",-672,-585,"-3,275","-3,585",-662,"-20,427"
CFO/OP,-56%,-56%,-36%,17%,-40%,-81%,-0%,2%,-60%,-44%,5%,-369%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,11%,13%,25%,19%,22%,28%,26%,17%,17%,21%,10%,7%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,35.20%,35.20%,35.20%,35.20%,35.24%,35.25%,35.25%,35.25%,35.25%,35.25%,35.25%,31.77%
FIIs +,30.73%,27.08%,28.95%,31.99%,33.00%,30.36%,27.01%,28.43%,29.71%,30.16%,28.78%,23.23%
DIIs +,10.65%,12.25%,12.15%,9.50%,9.34%,10.97%,7.88%,7.99%,8.61%,9.17%,11.15%,12.96%
Public +,23.42%,25.47%,23.69%,23.32%,22.42%,23.41%,29.84%,28.33%,26.41%,25.41%,24.84%,32.03%
No. of Shareholders,"3,70,993","3,50,710","3,85,117","4,37,488","4,52,090","5,74,726","6,66,703","6,26,137","5,99,501","5,65,794","5,51,927","5,54,109"

--- CAGR BOXES ---




