Total Liabilities,"9,047","10,350","15,104","17,783","23,231","23,477","23,765","27,642","25,562","28,834","36,689","52,407"
Fixed Assets +,"3,352","3,748","5,755","6,483","12,164","12,230","12,133","12,253","11,521","12,368","13,134","26,639"
CWIP,798,951,"1,543","1,527",837,742,783,661,"1,201","2,423","2,692","1,166"
Investments,154,416,435,746,674,765,830,"3,288","1,547","1,220","6,408","7,540"
Other Assets +,"4,743","5,235","7,371","9,028","9,556","9,740","10,019","11,439","11,294","12,822","14,456","17,062"
Total Assets,"9,047","10,350","15,104","17,783","23,231","23,477","23,765","27,642","25,562","28,834","36,689","52,407"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,994,"1,894","1,312",919,"1,282","2,505","3,293","2,104","2,689","3,228","6,777","2,117"
Cash from Investing Activity +,-465,-860,"-2,872",-974,"-3,977","-1,012",-835,"1,137","1,178","-1,492","-8,377","-8,296"
Cash from Financing Activity +,-351,-935,"2,316",52,"1,885","-1,094","-2,549",-868,"-4,400","-1,810","2,014","5,807"
Net Cash Flow,178,99,756,-3,-811,399,-90,"2,373",-534,-75,414,-373
Free Cash Flow,498,936,"-1,623",-116,236,"1,617","2,446","1,050","1,697","2,345","5,116",-530
CFO/OP,79%,109%,81%,54%,65%,100%,109%,83%,85%,84%,122%,44%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,67,68,89,98,110,94,76,80,94,97,63,73
Inventory Days,175,158,193,211,208,207,227,245,197,202,227,282
Days Payable,125,154,165,167,149,151,155,141,123,125,133,142
Cash Conversion Cycle,118,71,116,142,169,150,148,184,168,175,158,212
Working Capital Days,6,-1,-34,17,10,-19,-6,19,70,88,3,37
ROCE %,23%,28%,16%,18%,15%,11%,14%,13%,15%,22%,24%,21%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,74.98%,74.98%,74.98%,74.98%,74.98%,74.98%,74.98%,75.00%,75.00%,75.00%,75.00%,75.00%
FIIs +,4.04%,4.85%,4.99%,5.72%,5.59%,7.52%,7.53%,7.31%,7.13%,7.34%,7.06%,6.95%
DIIs +,13.44%,13.01%,12.96%,12.55%,12.56%,10.59%,10.61%,10.95%,11.09%,10.86%,11.08%,11.20%
Government +,0.07%,0.07%,0.07%,0.07%,0.07%,0.05%,0.05%,0.05%,0.04%,0.00%,0.00%,0.00%
Public +,7.47%,7.07%,6.99%,6.66%,6.81%,6.85%,6.85%,6.69%,6.74%,6.81%,6.86%,6.86%
No. of Shareholders,"3,11,764","2,97,953","3,06,495","2,94,324","3,36,309","3,70,863","3,65,356","3,71,619","3,86,127","3,96,105","4,03,266","4,18,314"

--- CAGR BOXES ---




