--- ABOUT ---
"Incorporated in 2005,Gallantt Ispat Limited is a leading Iron and Steel manufacturing Company located in Eastern Uttar Pradesh. The Co is engaged in the business of Iron & Steel, Agro, Power and Real Estate. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"17,212",713,948 / 471,35.5

Book Value,Dividend Yield,ROCE,ROE
137,0.18,18.2,15.7

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,094","1,036",950,"1,063","1,177","1,160",943,"1,118","1,072","1,128","1,013","1,074","1,205"
Expenses +,970,966,863,956,994,945,845,919,889,881,881,920,"1,020"
Operating Profit,124,71,86,107,184,215,98,199,183,247,132,154,184
OPM %,11%,7%,9%,10%,16%,19%,10%,18%,17%,22%,13%,14%,15%
Other Income +,1,1,2,1,3,1,2,1,12,7,13,15,25
Interest,9,6,7,8,8,6,5,5,5,6,9,13,14
Depreciation,25,25,28,29,34,30,30,29,31,32,33,32,34
Profit before tax,92,41,54,71,145,179,65,165,159,216,103,123,162
Tax %,26%,25%,13%,26%,34%,32%,25%,31%,27%,20%,15%,18%,24%
Net Profit +,68,31,47,52,95,122,49,114,116,174,89,100,123
EPS in Rs,2.81,1.27,1.96,2.15,3.95,5.05,2.03,4.71,4.82,7.20,3.69,4.16,5.09
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,720,670,616,824,"1,064",865,"1,007","3,017","4,057","4,227","4,293","4,419"
Expenses +,656,604,565,738,938,833,896,"2,721","3,693","3,779","3,598","3,702"
Operating Profit,65,66,52,86,125,32,111,296,364,448,694,716
OPM %,9%,10%,8%,10%,12%,4%,11%,10%,9%,11%,16%,16%
Other Income +,1,3,1,5,5,1,2,54,3,7,16,60
Interest,12,7,6,7,6,6,10,20,27,28,22,42
Depreciation,17,18,17,15,14,14,16,92,100,116,120,130
Profit before tax,37,44,30,69,110,13,88,237,240,311,568,604
Tax %,8%,5%,11%,29%,35%,42%,35%,26%,41%,28%,29%,20%
Net Profit +,34,46,38,63,104,22,81,176,141,225,401,484
EPS in Rs,4.17,5.62,4.65,7.71,12.83,2.76,10.01,21.62,5.84,9.34,16.61,20.07
Dividend Payout %,-0%,-0%,-0%,3%,2%,-0%,-0%,-0%,-0%,11%,8%,10%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,81,81,81,81,81,81,81,81,241,241,241,241
Reserves,200,289,340,452,554,574,656,"2,002","1,984","2,209","2,601","3,075"
Borrowings +,91,62,74,56,51,123,114,387,538,462,378,548
Other Liabilities +,52,59,31,94,31,54,79,219,186,223,328,406
Total Liabilities,424,492,527,683,718,832,930,"2,689","2,949","3,136","3,548","4,270"
Fixed Assets +,212,205,230,219,208,198,463,"1,452","1,623","1,894","1,807","1,856"
CWIP,5,18,13,29,127,241,5,359,316,122,318,349
Investments,43,90,101,164,196,211,236,1,2,52,40,25
Other Assets +,165,178,183,271,186,182,226,876,"1,009","1,068","1,383","2,040"
Total Assets,424,492,527,683,718,832,930,"2,689","2,949","3,136","3,548","4,270"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,70,56,42,122,76,57,92,234,96,344,579,602
Cash from Investing Activity +,-20,-22,-52,-97,-69,-122,-75,-209,-225,-248,-460,-627
Cash from Financing Activity +,-48,-36,7,-23,-10,65,-17,-19,126,-102,-114,121
Net Cash Flow,2,-1,-2,2,-3,-0,1,6,-3,-5,5,96
Free Cash Flow,48,32,6,96,-33,-50,46,-39,-132,151,337,364
CFO/OP,120%,100%,94%,158%,80%,187%,97%,93%,38%,89%,98%,102%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,12,17,20,22,13,10,18,19,12,9,8,15
Inventory Days,55,57,77,65,51,69,66,50,48,48,51,63
Days Payable,0,3,17,47,8,19,18,24,7,6,11,20
Cash Conversion Cycle,67,71,80,41,55,59,66,45,53,51,48,58
Working Capital Days,20,42,22,38,27,19,11,45,40,49,58,68
ROCE %,,13%,8%,14%,18%,3%,12%,16%,10%,12%,19%,18%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,68.79%,68.94%,68.94%,68.93%,68.93%,68.93%,68.93%,68.93%,68.93%,68.93%,69.83%,70.00%
FIIs +,0.01%,0.00%,0.01%,0.02%,0.16%,0.09%,0.07%,0.04%,0.05%,0.19%,0.15%,0.09%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.05%,0.08%
Public +,31.19%,31.05%,31.04%,31.02%,30.89%,30.96%,30.97%,31.01%,31.00%,30.81%,29.95%,29.82%
No. of Shareholders,"18,876","20,356","20,731","20,884","19,536","18,980","18,286","17,789","19,885","21,372","22,435","21,181"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,21%
5 Years:,34%
3 Years:,3%
TTM:,3%

Compounded Profit Growth
10 Years:,27%
5 Years:,43%
3 Years:,51%
TTM:,21%

Stock Price CAGR
10 Years:,36%
5 Years:,61%
3 Years:,132%
1 Year:,41%

Return on Equity
10 Years:,12%
5 Years:,12%
3 Years:,14%
Last Year:,16%

