Other Assets +,"37,860","43,679","51,714","56,205","71,046","75,996","73,064","74,637","94,148","113,004","132,242","149,902"
Total Assets,"38,633","45,007","53,223","58,730","74,576","81,793","85,601","83,809","105,085","123,716","144,105","158,644"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"-3,970","-4,957","-6,467","-8,510","-12,078","-3,115","5,826",18,"-17,395","-18,449","-15,602","-12,772"
Cash from Investing Activity +,34,-440,-97,243,"-1,213","-2,689","-8,348","3,112","-1,635","2,671","-1,077",770
Cash from Financing Activity +,"3,907","5,431","6,766","8,174","13,490","6,050","2,548","-3,173","18,852","16,095","17,605","10,637"
Net Cash Flow,-29,34,202,-93,199,245,26,-43,-179,317,927,"-1,365"
Free Cash Flow,"-4,009","-5,010","-6,529","-8,579","-12,211","-3,231","5,785",-276,"-17,794","-18,719","-15,975","-13,120"
CFO/OP,-83%,-104%,-146%,-146%,-154%,-36%,102%,10%,-207%,-181%,-126%,-91%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,16%,12%,8%,14%,17%,9%,5%,7%,12%,10%,11%,12%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,52.16%,52.16%,52.16%,52.16%,52.16%,52.16%,52.16%,52.16%,52.49%,52.49%,52.49%,52.49%
FIIs +,13.92%,14.10%,12.72%,11.95%,10.08%,10.19%,10.49%,10.68%,9.33%,9.59%,9.11%,9.40%
DIIs +,26.95%,25.84%,26.96%,28.61%,30.66%,31.58%,31.17%,31.31%,32.33%,32.29%,32.34%,32.09%
Public +,6.84%,7.79%,8.06%,7.18%,7.00%,6.01%,6.14%,5.81%,5.79%,5.58%,6.02%,5.98%
Others +,0.15%,0.14%,0.10%,0.09%,0.09%,0.07%,0.06%,0.05%,0.05%,0.04%,0.04%,0.03%
No. of Shareholders,"1,85,705","2,19,510","2,39,372","2,27,512","2,24,273","2,11,051","2,24,415","2,17,620","2,27,141","2,22,526","2,43,019","2,36,252"

--- CAGR BOXES ---




