--- ABOUT ---
"Mahindra & Mahindra Financial Services Limited (MMFSL), a part of the Mahindra Group,is a NBFC primarily engaged in the business of financing purchase of new and pre-owned auto and utility vehicles, tractors, cars, commercial vehicles, construction equipment and SME Financing. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"40,879",294,412,13.8

Book Value,Dividend Yield,ROCE,ROE
192,2.55,8.72,12.3

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue +,"3,463","3,583","3,833","4,100","4,280","4,316","4,465","4,797","4,886","4,991","5,026","5,450","5,539"
Interest,"1,477","1,597","1,703","1,798","1,861","1,960","2,062","2,175","2,218","2,280","2,198","2,236","2,220"
Expenses +,"1,072","1,504","1,724","1,456","1,520","1,676","1,830","1,325","2,001","1,964","2,015","1,913","1,987"
Financing Profit,913,482,406,846,900,679,573,"1,297",667,746,814,"1,301","1,332"
Financing Margin %,26%,13%,11%,21%,21%,16%,13%,27%,14%,15%,16%,24%,24%
Other Income +,86,67,44,50,68,58,28,19,27,43,39,-100,37
Depreciation,65,66,67,69,72,76,79,82,85,86,94,96,110
Profit before tax,934,483,383,826,896,661,523,"1,233",609,704,759,"1,105","1,259"
Tax %,28%,25%,25%,25%,25%,25%,25%,26%,25%,25%,25%,25%,25%
Net Profit +,675,362,287,623,671,497,390,918,456,529,566,826,940
EPS in Rs,4.90,2.58,2.02,4.48,4.82,3.58,2.80,6.60,3.29,3.80,4.06,5.93,6.75
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue +,"6,051","6,586","7,189","7,910","10,429","11,995","12,382","11,419","12,828","15,963","18,519","21,005"
Interest,"2,643","2,868","3,186","3,436","4,432","5,391","5,308","4,417","5,094","6,959","8,415","8,934"
Expenses +,"1,972","2,459","3,123","2,547","3,129","4,903","6,046","5,347","4,696","6,204","6,832","7,878"
Financing Profit,"1,435","1,258",880,"1,927","2,868","1,702","1,028","1,655","3,038","2,799","3,271","4,194"
Financing Margin %,24%,19%,12%,24%,28%,14%,8%,14%,24%,18%,18%,20%
Other Income +,10,12,12,33,49,47,57,47,-8,64,77,18
Depreciation,46,46,54,55,76,147,151,152,226,275,321,386
Profit before tax,"1,400","1,224",838,"1,905","2,841","1,602",934,"1,549","2,804","2,588","3,027","3,826"
Tax %,34%,36%,37%,36%,34%,32%,16%,26%,26%,25%,25%,25%
Net Profit +,925,787,530,"1,216","1,867","1,086",780,"1,150","2,071","1,943","2,261","2,861"
EPS in Rs,7.13,6.03,4.00,8.53,13.15,7.73,5.56,8.18,14.91,13.90,16.27,20.54
Dividend Payout %,25%,29%,27%,21%,22%,0%,13%,39%,36%,40%,35%,37%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,113,113,113,123,123,123,246,247,247,247,247,278
Reserves,"5,830","6,356","6,847","9,732","11,146","11,846","15,530","16,650","18,313","19,686","21,282","26,361"
Borrowing,"29,232","34,044","40,644","44,986","58,802","65,634","65,101","62,126","81,429","100,215","119,093","128,370"
Other Liabilities +,"3,459","4,494","5,619","3,889","4,505","4,189","4,724","4,787","5,096","3,567","3,483","3,635"
Total Liabilities,"38,633","45,007","53,223","58,730","74,576","81,793","85,601","83,809","105,085","123,716","144,105","158,644"
Fixed Assets +,119,129,133,147,201,455,399,515,871,"1,008","1,207","1,334"
CWIP,0,0,1,0,1,1,12,2,3,106,66,2
Investments,654,"1,199","1,374","2,378","3,327","5,340","12,126","8,654","10,063","9,598","10,590","7,407"
