--- ABOUT ---
Bharat Forge is engaged in the manufacturing and selling of forged and machined Compoundant for auto and industry sector.(Source : 201903 Annual Report Page No: 123)

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"97,597","2,041","2,060",82.7

Book Value,Dividend Yield,ROCE,ROE
200,0.42,13.1,12.5

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"3,629","3,877","3,774","3,866","4,164","4,106","3,689","3,476","3,853","3,909","4,032","4,343","4,528"
Expenses +,"3,191","3,282","3,153","3,169","3,521","3,365","3,042","2,853","3,174","3,239","3,308","3,597","3,751"
Operating Profit,438,595,621,698,643,741,647,623,679,670,724,746,777
OPM %,12%,15%,16%,18%,15%,18%,18%,18%,18%,17%,18%,17%,17%
Other Income +,17,67,51,58,45,-99,62,38,57,50,54,-13,-46
Interest,97,114,124,137,116,124,110,96,88,82,80,77,84
Depreciation,181,206,211,224,207,218,213,218,224,226,241,249,255
Profit before tax,177,341,337,395,366,300,385,347,424,411,457,407,392
Tax %,28%,37%,36%,36%,38%,42%,37%,39%,33%,31%,34%,33%,40%
Net Profit +,128,214,215,254,227,175,243,213,283,284,299,273,233
EPS in Rs,2.91,4.80,4.88,5.68,5.07,4.36,5.23,4.45,5.90,5.93,6.26,5.53,4.86
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"7,622","6,809","6,396","8,358","10,146","8,056","6,336","10,461","12,910","15,682","15,123","16,812"
Expenses +,"6,232","5,397","5,276","6,635","8,098","6,984","5,504","8,478","11,174","13,121","12,431","13,894"
Operating Profit,"1,390","1,413","1,121","1,723","2,048","1,072",832,"1,983","1,737","2,562","2,692","2,917"
OPM %,18%,21%,18%,21%,20%,13%,13%,19%,13%,16%,18%,17%
Other Income +,226,148,391,46,199,109,-138,288,124,217,55,44
Interest,136,116,100,107,127,171,108,160,299,491,417,323
Depreciation,362,453,452,467,521,548,612,730,736,848,874,971
Profit before tax,"1,118",992,960,"1,196","1,599",462,-25,"1,381",827,"1,439","1,456","1,667"
Tax %,32%,32%,26%,37%,35%,24%,399%,22%,39%,37%,37%,35%
Net Profit +,760,675,711,754,"1,033",349,-127,"1,077",508,910,913,"1,089"
EPS in Rs,16.38,14.57,15.13,16.38,22.17,7.51,-2.71,23.23,11.35,20.43,19.69,22.58
Dividend Payout %,23%,26%,25%,27%,23%,47%,-74%,30%,62%,44%,43%,38%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,47,47,47,93,93,93,93,93,93,93,96,96
