--- ABOUT ---
"Incorporated in 1984, Allied Digital Services Ltd provides a wide range of information technology and consultancy services [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
700,124,210,19.5

Book Value,Dividend Yield,ROCE,ROE
109,1.21,7.32,5.92

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,166.23,169.00,170.23,171.08,176.76,179.13,203.02,220.57,204.35,219.02,233.70,247.42,267.77
Expenses +,147.56,151.16,149.71,150.41,152.42,159.99,183.81,195.52,213.65,200.19,212.38,221.26,277.89
Operating Profit,18.67,17.84,20.52,20.67,24.34,19.14,19.21,25.05,-9.30,18.83,21.32,26.16,-10.12
OPM %,11.23%,10.56%,12.05%,12.08%,13.77%,10.68%,9.46%,11.36%,-4.55%,8.60%,9.12%,10.57%,-3.78%
Other Income +,-46.83,0.15,0.29,0.58,0.14,1.01,3.77,2.29,37.53,2.69,6.96,3.38,6.08
Interest,1.02,1.41,1.10,1.03,1.67,1.38,2.54,2.42,1.95,2.30,2.91,3.12,3.45
Depreciation,4.40,4.08,4.15,4.12,4.00,4.65,4.84,4.85,15.30,5.06,4.81,4.98,5.08
Profit before tax,-33.58,12.50,15.56,16.10,18.81,14.12,15.60,20.07,10.98,14.16,20.56,21.44,-12.57
Tax %,11.23%,31.36%,26.35%,27.39%,24.99%,26.27%,25.64%,11.76%,167.94%,-1.98%,25.00%,35.12%,-73.03%
Net Profit +,-37.35,8.59,11.46,11.70,14.11,10.41,11.60,17.71,-7.61,14.44,15.42,13.91,-3.39
EPS in Rs,-6.81,1.56,2.08,2.12,2.55,1.88,2.08,3.15,-1.35,2.56,2.73,2.46,-0.60
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,234,237,215,225,240,330,358,485,660,687,807,968
Expenses +,200,195,174,178,201,282,313,415,572,604,744,912
Operating Profit,34,42,41,47,39,48,45,70,88,83,63,56
OPM %,15%,18%,19%,21%,16%,14%,12%,14%,13%,12%,8%,6%
Other Income +,11,5,2,1,8,6,4,26,-41,1,37,19
Interest,16,19,16,5,10,7,4,3,4,5,10,12
Depreciation,28,22,21,23,22,22,22,20,17,16,30,20
Profit before tax,1,6,5,19,15,24,24,74,26,63,61,44
Tax %,123%,31%,106%,47%,15%,20%,18%,17%,74%,27%,47%,18%
Net Profit +,-0,4,-0,10,12,19,19,61,7,46,32,36
EPS in Rs,0.00,0.83,-0.07,1.99,2.46,3.83,3.80,11.26,1.26,7.49,4.93,6.29
Dividend Payout %,,0%,0%,0%,0%,13%,20%,9%,99%,20%,30%,24%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,23,25,25,25,25,25,25,27,27,28,28,28
Reserves,640,417,417,399,412,431,445,504,509,551,574,585
Borrowings +,136,112,93,58,64,54,54,43,51,75,95,136
Other Liabilities +,37,84,251,138,132,113,116,119,108,125,227,309
Total Liabilities,836,638,786,620,633,623,641,693,695,778,924,"1,058"
Fixed Assets +,308,287,310,293,278,273,255,250,265,279,270,257
CWIP,38,38,0,0,0,0,0,0,0,0,1,0
Investments,5,8,7,7,8,8,8,9,6,6,8,9
Other Assets +,486,305,468,319,347,342,378,434,424,493,645,792
Total Assets,836,638,786,620,633,623,641,693,695,778,924,"1,058"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,0,23,26,32,19,31,49,15,49,68,92,102
Cash from Investing Activity +,1,8,2,4,5,-11,-12,-6,-12,-3,-12,-175
