Cash from Investing Activity +,566,314,"1,550",-490,-532,873,"-1,404","-2,619",-334,"-2,000","-3,971","-4,200"
Cash from Financing Activity +,-506,-544,"-3,616","-1,100","-1,731",-677,-601,"-1,140",-924,-739,"-1,758","-2,206"
Net Cash Flow,580,651,-630,1,146,-153,195,199,-350,-20,78,32
Free Cash Flow,217,330,674,765,"1,649","-1,195",992,"2,685",-617,"1,075","4,641","4,413"
CFO/OP,54%,129%,153%,148%,119%,-51%,129%,104%,71%,120%,100%,105%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,6,13,9,10,8,6,6,2,2,4,4,4
Inventory Days,411,352,389,288,231,463,411,324,213,252,353,261
Days Payable,155,213,284,232,245,211,262,287,146,206,137,114
Cash Conversion Cycle,262,151,114,66,-7,258,156,39,69,50,221,152
Working Capital Days,8,10,-24,-11,-28,-9,11,-10,4,6,-7,-0
ROCE %,,9%,9%,11%,26%,2%,13%,34%,14%,17%,44%,40%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,51.28%,51.28%,51.28%,51.28%,51.28%,51.28%,51.28%,51.28%,51.28%,51.28%,51.28%,51.28%
FIIs +,14.95%,13.68%,11.56%,8.99%,10.43%,12.08%,14.13%,15.81%,15.06%,16.22%,19.67%,22.27%
DIIs +,15.38%,17.47%,18.80%,18.82%,19.12%,19.29%,17.99%,15.70%,15.76%,15.45%,12.35%,10.75%
Public +,18.40%,17.57%,18.38%,20.93%,19.16%,17.34%,16.60%,17.21%,17.90%,17.05%,16.70%,15.69%
No. of Shareholders,"6,44,039","6,36,856","6,92,122","8,76,645","9,12,729","8,68,800","9,12,049","9,27,096","9,56,168","9,24,942","9,07,497","9,69,058"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,10%
5 Years:,15%
3 Years:,8%
TTM:,6%

Compounded Profit Growth
10 Years:,23%
5 Years:,35%
3 Years:,59%
TTM:,10%

Stock Price CAGR
10 Years:,25%
5 Years:,40%
3 Years:,65%
1 Year:,104%

Return on Equity
10 Years:,17%
5 Years:,23%
3 Years:,26%
Last Year:,29%

