--- ABOUT ---
"Sequent Scientific is India's leading animal health company, with presence in 5+ continents across 100 countries. Sequent Scientific Limited provides a wide-ranging portfolio of animal health products, including Finished Dose Formulations, APIs, as well as analytical services to the pharmaceutical and life sciences industries."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"11,138",255,277,55.8

Book Value,Dividend Yield,ROCE,ROE
66.6,0.00,19.0,11.0

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,367,333,346,329,361,390,369,774,402,441,850,858,920
Expenses +,370,341,331,307,329,348,330,674,355,389,677,683,736
Operating Profit,-3,-8,15,22,32,42,39,100,46,52,173,176,184
OPM %,-1%,-2%,4%,7%,9%,11%,11%,13%,12%,12%,20%,20%,20%
Other Income +,-60,-23,10,7,-1,3,0,4,1,3,6,-27,16
Interest,11,10,13,13,12,16,14,21,15,14,18,17,15
Depreciation,15,14,15,15,16,16,17,58,16,15,59,59,60
Profit before tax,-89,-56,-3,1,3,12,8,24,16,26,102,73,125
Tax %,4%,-38%,123%,-617%,52%,24%,20%,-71%,36%,31%,29%,34%,47%
Net Profit +,-92,-35,-7,11,1,9,6,42,10,18,73,49,66
EPS in Rs,-3.75,-1.40,-0.34,0.33,-0.04,0.26,0.10,1.78,0.37,0.57,2.18,0.88,1.19
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,443,606,684,848,"1,039","1,179","1,362","1,413","1,421","1,370","1,551","3,420"
Expenses +,425,550,641,765,914,"1,009","1,150","1,303","1,409","1,308","1,390","2,768"
Operating Profit,18,56,43,83,125,170,212,109,12,61,162,653
OPM %,4%,9%,6%,10%,12%,14%,16%,8%,1%,4%,10%,19%
Other Income +,48,14,9,436,9,10,-0,11,-58,-6,10,-1
Interest,43,38,28,33,33,36,24,16,36,48,61,69
Depreciation,32,46,40,41,42,51,51,52,56,62,66,234
Profit before tax,-8,-14,-17,444,59,94,137,53,-138,-55,44,349
Tax %,40%,19%,-3%,3%,3%,13%,24%,15%,-11%,-46%,27%,36%
Net Profit +,-12,-16,-16,431,57,82,104,45,-122,-30,32,225
EPS in Rs,-0.70,-0.78,-0.57,17.30,1.97,2.81,3.84,1.65,-4.86,-1.44,0.87,4.06
Dividend Payout %,0%,0%,0%,1%,10%,0%,13%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,30,48,49,49,49,50,50,50,50,50,50,87
Reserves,61,898,928,599,657,637,678,642,649,607,654,"2,824"
Borrowings +,473,312,416,305,325,343,277,365,444,488,481,490
Other Liabilities +,343,265,503,380,346,424,381,378,374,389,412,"1,228"
Total Liabilities,908,"1,523","1,896","1,332","1,378","1,454","1,386","1,435","1,517","1,534","1,598","4,628"
Fixed Assets +,474,586,684,476,498,577,536,564,605,592,586,"2,105"
CWIP,39,24,33,18,23,13,31,12,55,16,16,69
Investments,59,428,428,239,180,171,83,38,0,4,0,0
Other Assets +,336,485,751,599,677,693,737,821,856,922,996,"2,455"
Total Assets,908,"1,523","1,896","1,332","1,378","1,454","1,386","1,435","1,517","1,534","1,598","4,628"

--- CASH FLOW ---
