--- ABOUT ---
"Saregama is the oldest music label company from India (established 1902, erstwhile ""Gramophone Company of India"" & then ""HMV""). The company is aiming to be a pure-play content company supported by the global consumption boom. [1] Since 2017, Saregama has been making headlines again owing to the launch of two unique initiatives, Saregama Carvaan and Yoodlee Films. [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"8,983",466,527,42.1

Book Value,Dividend Yield,ROCE,ROE
87.8,0.97,17.8,13.0

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,204,163,172,204,263,205,242,483,241,207,230,260,287
Expenses +,154,113,111,139,193,154,181,399,160,151,161,169,166
Operating Profit,49,50,61,66,70,51,61,84,80,55,69,92,121
OPM %,24%,31%,35%,32%,27%,25%,25%,17%,33%,27%,30%,35%,42%
Other Income +,17,18,13,15,18,12,13,16,23,14,11,0,8
Interest,2,1,0,1,0,0,0,0,5,1,1,1,2
Depreciation,6,7,8,9,12,13,14,15,17,17,19,21,24
Profit before tax,58,59,66,70,76,51,59,84,82,51,60,70,103
Tax %,25%,27%,27%,25%,29%,27%,24%,26%,27%,28%,27%,26%,28%
Net Profit +,44,43,48,52,54,37,45,62,60,37,44,51,74
EPS in Rs,2.27,2.26,2.49,2.71,2.79,1.91,2.33,3.23,3.12,1.90,2.27,2.66,3.91
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,187,222,218,357,545,521,442,576,737,803,"1,171",985
Expenses +,184,209,209,320,507,461,312,377,516,554,894,648
Operating Profit,2,13,9,36,38,60,130,199,221,249,277,337
OPM %,1%,6%,4%,10%,7%,12%,29%,35%,30%,31%,24%,34%
Other Income +,11,2,13,10,56,11,31,23,54,61,63,34
Interest,1,0,2,3,7,7,3,5,6,3,6,5
Depreciation,6,5,4,4,3,5,6,13,21,36,58,82
Profit before tax,6,9,16,39,85,60,152,204,248,271,276,284
Tax %,-5%,25%,46%,27%,36%,28%,25%,25%,25%,27%,26%,27%
Net Profit +,6,7,9,28,54,44,113,153,185,198,204,206
EPS in Rs,0.39,0.39,0.48,1.64,3.11,2.53,6.47,7.91,9.61,10.25,10.59,10.74
Dividend Payout %,39%,38%,31%,18%,10%,6%,31%,38%,31%,39%,42%,42%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,17,17,17,17,17,17,17,19,19,19,19,19
Reserves,150,157,322,364,411,381,488,"1,358","1,323","1,450","1,564","1,673"
Borrowings +,8,4,3,16,64,10,1,1,1,5,3,73
Other Liabilities +,72,89,137,181,217,211,277,309,361,559,509,557
Total Liabilities,247,267,480,578,709,620,784,"1,688","1,704","2,034","2,095","2,322"
Fixed Assets +,84,85,199,197,215,219,226,278,338,742,835,"1,031"
CWIP,0,0,0,0,0,0,2,2,4,6,0,0
Investments,40,40,132,151,148,75,137,676,239,118,111,379
Other Assets +,124,143,149,230,345,325,420,732,"1,124","1,168","1,149",912
