--- ABOUT ---
"HEG Ltd is a leading manufacturer and exporter of graphite electrodes in India. It operates the largest single-site integrated graphite electrodes plant in the world. [1] It is a part of LNJ Bhilwara Group which also has presence across IT Enabled services, power generation & textiles. [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"10,264",532,690,30.4

Book Value,Dividend Yield,ROCE,ROE
247,0.34,8.34,7.34

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,617,671,614,562,547,571,568,478,537,617,699,656,603
Expenses +,493,520,512,476,506,533,471,411,598,512,581,513,752
Operating Profit,123,151,102,87,41,39,97,67,-61,105,118,143,-148
OPM %,20%,23%,17%,15%,8%,7%,17%,14%,-11%,17%,17%,22%,-25%
Other Income +,42,68,63,30,64,41,63,112,43,83,120,167,72
Interest,7,9,9,10,9,8,9,9,12,8,9,9,11
Depreciation,33,38,38,47,50,48,48,51,55,53,54,54,53
Profit before tax,125,172,118,59,46,24,103,119,-85,127,175,246,-140
Tax %,20%,19%,18%,27%,29%,3%,20%,30%,-13%,18%,18%,16%,-19%
Net Profit +,100,139,96,44,33,23,82,83,-74,105,143,207,-114
EPS in Rs,5.17,7.21,4.97,2.26,1.71,1.19,4.26,4.32,-3.82,5.43,7.43,10.73,-5.90
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,228",870,859,"2,748","6,591","2,145","1,254","2,201","2,463","2,393","2,158","2,568"
Expenses +,"1,046",733,778,"1,027","1,930","2,150","1,308","1,670","1,844","2,011","1,902","2,170"
Operating Profit,182,137,81,"1,721","4,662",-5,-53,530,619,382,255,398
OPM %,15%,16%,9%,63%,71%,-0%,-4%,24%,25%,16%,12%,16%
Other Income +,15,4,7,12,106,143,114,117,187,223,145,260
Interest,77,60,55,56,18,37,11,7,26,36,39,37
Depreciation,75,79,74,73,72,72,73,79,102,175,201,213
Profit before tax,44,1,-41,"1,605","4,677",29,-23,560,677,395,160,408
Tax %,12%,886%,23%,33%,35%,-82%,-23%,23%,21%,21%,28%,16%
Net Profit +,36,4,-44,"1,099","3,026",68,-18,431,532,312,115,341
EPS in Rs,1.82,0.22,-2.21,55.02,156.80,3.50,-0.93,22.33,27.59,16.15,5.96,17.69
Dividend Payout %,33%,0%,0%,29%,10%,143%,-65%,36%,31%,28%,30%,19%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,40,40,40,40,39,39,39,39,39,39,39,39
Reserves,974,956,913,"1,868","3,755","3,473","3,456","3,875","4,242","4,387","4,415","4,719"
Borrowings +,917,782,684,297,667,594,298,665,743,623,588,796
Other Liabilities +,315,176,216,534,684,332,451,730,668,653,607,612
Total Liabilities,"2,246","1,953","1,853","2,739","5,144","4,438","4,244","5,308","5,692","5,701","5,648","6,166"
Fixed Assets +,907,932,889,833,788,745,694,763,"1,363","1,816","1,938","1,789"
CWIP,108,27,1,2,19,101,373,696,472,212,71,224
