--- ABOUT ---
"Gujarat Gas Limited (GGL) is a government company u/s 2(45) of Companies Act 2013. Formerly Known as GSPC Distribution Networks Limited(GDNL), GGL is engaged in the business of Natural gas in India. The business of natural gas involves distribution of gas from sources of supply to centres of demand and to end customers. [1] GGL caters to its customers by providing CNG and PNG connections in domestic, Industrial,  Commercial and Non commercial segments in the areas of South & Central Gujarat and Saurashtra. [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"36,446",388,509,20.5

Book Value,Dividend Yield,ROCE,ROE
268,1.50,18.5,13.2

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"3,929","3,782","3,845","3,929","4,134","4,450","3,782","4,153","4,102","3,871","3,780","3,658","5,792"
Expenses +,"3,368","3,394","3,349","3,528","3,543","3,915","3,268","3,772","3,652","3,351","3,333","3,211","5,183"
Operating Profit,560,388,497,401,591,536,514,380,450,520,447,447,609
OPM %,14%,10%,13%,10%,14%,12%,14%,9%,11%,13%,12%,12%,11%
Other Income +,33,25,28,24,88,39,40,58,75,60,72,56,34
Interest,6,7,8,7,7,8,8,9,7,8,8,9,46
Depreciation,109,115,118,120,121,123,130,129,129,131,134,135,224
Profit before tax,478,290,399,297,551,444,417,300,389,441,377,359,374
Tax %,22%,26%,26%,26%,25%,26%,26%,26%,26%,26%,26%,26%,59%
Net Profit +,370,216,296,221,410,331,309,221,288,328,280,267,152
EPS in Rs,5.38,3.14,4.30,3.21,5.96,4.80,4.48,3.21,4.18,4.76,4.06,3.88,2.21
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"9,006","6,106","5,093","6,174","7,754","10,300","9,866","16,456","16,759","15,690","16,487","23,614"
Expenses +,"7,894","5,367","4,331","5,261","6,758","8,652","7,761","14,354","14,338","13,787","14,579","20,562"
Operating Profit,"1,112",739,762,913,997,"1,649","2,105","2,103","2,422","1,904","1,908","3,052"
OPM %,12%,12%,15%,15%,13%,16%,21%,13%,14%,12%,12%,13%
Other Income +,101,12,18,29,95,82,70,79,101,161,204,539
Interest,334,250,218,206,208,205,134,82,67,54,52,251
Depreciation,238,245,257,272,288,318,344,385,428,474,511,899
Profit before tax,641,256,305,464,596,"1,208","1,698","1,715","2,028","1,537","1,549","2,441"
Tax %,31%,26%,28%,37%,30%,1%,25%,25%,25%,26%,26%,31%
Net Profit +,447,190,221,292,418,"1,199","1,270","1,287","1,528","1,144","1,148","1,678"
EPS in Rs,0.99,2.76,3.20,4.25,6.08,17.41,18.45,18.70,22.20,16.61,16.68,24.37
Dividend Payout %,15%,18%,19%,19%,16%,7%,11%,11%,30%,34%,35%,17%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,138,138,138,138,138,138,138,138,138,138,138,187
Reserves,"1,872","1,386","1,526","1,729","2,068","3,180","4,340","5,492","6,890","7,585","8,352","18,251"
Borrowings +,"3,226","2,357","2,359","2,328","2,213","2,055",983,629,152,150,150,"3,243"
Other Liabilities +,"1,679","2,189","2,353","2,467","2,739","2,553","3,079","3,329","3,747","3,819","4,011","5,864"
Total Liabilities,"6,915","6,069","6,375","6,662","7,158","7,925","8,539","9,587","10,927","11,692","12,651","27,546"
Fixed Assets +,"4,487","4,673","4,903","5,094","5,290","5,585","6,040","6,631","7,338","7,763","8,208","13,651"
